MutationType,ID12_GRCh37
1:Del:C:0,0.052787741
1:Del:C:1,0.014674665
1:Del:C:2,0.000561932
1:Del:C:3,0.000995577
1:Del:C:4,0.00224005
1:Del:C:5,0.029410808
1:Del:T:0,0.045135118
1:Del:T:1,1.42e-17
1:Del:T:2,0.010969204
1:Del:T:3,0.022109366
1:Del:T:4,0.044077964
1:Del:T:5,0.000348512
1:Ins:C:0,1.42e-17
1:Ins:C:1,0.000167697
1:Ins:C:2,0.001596586
1:Ins:C:3,0.000450319
1:Ins:C:4,0.00439393
1:Ins:C:5,0.01705149
1:Ins:T:0,0.004265301
1:Ins:T:1,0.002496518
1:Ins:T:2,1.42e-17
1:Ins:T:3,0.000105674
1:Ins:T:4,0.00033648
1:Ins:T:5,0.00016655
2:Del:R:0,0.006268105
2:Del:R:1,0.000278425
2:Del:R:2,0.001398167
2:Del:R:3,0.00067331
2:Del:R:4,0.011980739
2:Del:R:5,0.251519845
3:Del:R:0,0.007599859
3:Del:R:1,0.000569429
3:Del:R:2,0.002680339
3:Del:R:3,0.005920051
3:Del:R:4,0.068622143
3:Del:R:5,0.097480944
4:Del:R:0,0.001734516
4:Del:R:1,0.002302595
4:Del:R:2,0.000611679
4:Del:R:3,0.039259058
4:Del:R:4,0.053287873
4:Del:R:5,0.018644449
5:Del:R:0,0.003382885
5:Del:R:1,0.002797035
5:Del:R:2,0.005103842
5:Del:R:3,0.002200952
5:Del:R:4,0.001256186
5:Del:R:5,0.00618126
2:Ins:R:0,0.007440331
2:Ins:R:1,0.001062301
2:Ins:R:2,0.000550238
2:Ins:R:3,0.000165525
2:Ins:R:4,0.001018206
2:Ins:R:5,0.038005197
3:Ins:R:0,0.01515014
3:Ins:R:1,0.000869573
3:Ins:R:2,0.000183891
3:Ins:R:3,8.7e-05
3:Ins:R:4,0.000340788
3:Ins:R:5,0.002840312
4:Ins:R:0,0.005701178
4:Ins:R:1,0.001908886
4:Ins:R:2,0.00021849
4:Ins:R:3,0.000176569
4:Ins:R:4,0.000636053
4:Ins:R:5,0.011670537
5:Ins:R:0,0.013790645
5:Ins:R:1,0.003834265
5:Ins:R:2,0.002130016
5:Ins:R:3,0.002660489
5:Ins:R:4,0.001592407
5:Ins:R:5,0.00613607
2:Del:M:1,0.002653503
3:Del:M:1,0.010328352
3:Del:M:2,0.006061158
4:Del:M:1,0.003771718
4:Del:M:2,0.004573153
4:Del:M:3,0.000525263
5:Del:M:1,0.000563378
5:Del:M:2,1.42e-17
5:Del:M:3,0.000323568
5:Del:M:4,0.000277663
5:Del:M:5,0.006657973
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
