MutationType,ID16_GRCh37
1:Del:C:0,0.000952768885842137
1:Del:C:1,2.63915642267698e-18
1:Del:C:2,8.1541662061712e-05
1:Del:C:3,0.00162491353986988
1:Del:C:4,0.00337864255670055
1:Del:C:5,2.65063753759673e-18
1:Del:T:0,0.000628649514543184
1:Del:T:1,0.000157040098524865
1:Del:T:2,2.65806380183744e-18
1:Del:T:3,2.6607938700793e-18
1:Del:T:4,0.00100165069513296
1:Del:T:5,2.79097673434101e-18
1:Ins:C:0,0.0602713372040219
1:Ins:C:1,0.136484095403874
1:Ins:C:2,0.124683558062386
1:Ins:C:3,0.0988831205554055
1:Ins:C:4,0.0620943792528956
1:Ins:C:5,0.0310346026384888
1:Ins:T:0,0.0301942868072769
1:Ins:T:1,0.103160227092233
1:Ins:T:2,0.108738482879835
1:Ins:T:3,0.100939445323406
1:Ins:T:4,0.0519623764470054
1:Ins:T:5,0.0350076858492558
2:Del:R:0,0.00192294222546196
2:Del:R:1,0.00201464612586734
2:Del:R:2,0.001116794298881
2:Del:R:3,0.000472257144989337
2:Del:R:4,3.88261199448798e-05
2:Del:R:5,2.64064568478846e-18
3:Del:R:0,0.00106014137936679
3:Del:R:1,0.00232592325104706
3:Del:R:2,0.00115037509281033
3:Del:R:3,0.000120553148361788
3:Del:R:4,1.60702399271993e-05
3:Del:R:5,9.5808476364924e-06
4:Del:R:0,0.000698912463470956
4:Del:R:1,0.00042629598802982
4:Del:R:2,7.83497537232868e-05
4:Del:R:3,2.63651088832343e-18
4:Del:R:4,2.6309868244796e-06
4:Del:R:5,2.63797428510975e-18
5:Del:R:0,0.00556879013589966
5:Del:R:1,0.000110240786487051
5:Del:R:2,1.54338573933316e-05
5:Del:R:3,6.72531113763592e-06
5:Del:R:4,2.67193468891148e-07
5:Del:R:5,2.62957009910824e-18
2:Ins:R:0,0.0021917928286492
2:Ins:R:1,0.00108784776586042
2:Ins:R:2,0.000729931569198568
2:Ins:R:3,9.48112433024279e-05
2:Ins:R:4,0.000131664280470189
2:Ins:R:5,1.18323308639907e-06
3:Ins:R:0,0.000570589182021802
3:Ins:R:1,0.001092184115997
3:Ins:R:2,0.000281270540937246
3:Ins:R:3,3.18038761003157e-05
3:Ins:R:4,7.5573360370254e-05
3:Ins:R:5,2.28987512369934e-05
4:Ins:R:0,0.000327559887237071
4:Ins:R:1,0.00150697819353949
4:Ins:R:2,4.49962737763675e-05
4:Ins:R:3,3.01646709616391e-07
4:Ins:R:4,9.39515537716102e-06
4:Ins:R:5,2.65634407131845e-18
5:Ins:R:0,0.00117258662949932
5:Ins:R:1,0.0011011924574188
5:Ins:R:2,8.28266792667268e-07
5:Ins:R:3,2.65757325630755e-18
5:Ins:R:4,2.65563975048453e-18
5:Ins:R:5,2.65069544116599e-18
2:Del:M:1,0.00137420087593352
3:Del:M:1,0.000764470282770831
3:Del:M:2,0.000980363974341033
4:Del:M:1,0.000504717900987043
4:Del:M:2,0.000409799520784757
4:Del:M:3,0.000402367649801
5:Del:M:1,0.00536204916184987
5:Del:M:2,0.00502171467340586
5:Del:M:3,0.00333883980844505
5:Del:M:4,0.00132989736605632
5:Del:M:5,0.00160162870855497
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
