MutationType,ID18_GRCh37
1:Del:C:0,0.006012024
1:Del:C:1,0.002004008
1:Del:C:2,0.002004008
1:Del:C:3,0.004008016
1:Del:C:4,0
1:Del:C:5,0.002004008
1:Del:T:0,0.086172345
1:Del:T:1,0.172344689
1:Del:T:2,0.118236473
1:Del:T:3,0.238476954
1:Del:T:4,0.090180361
1:Del:T:5,0.070140281
1:Ins:C:0,0
1:Ins:C:1,0.002004008
1:Ins:C:2,0
1:Ins:C:3,0
1:Ins:C:4,0
1:Ins:C:5,0
1:Ins:T:0,0
1:Ins:T:1,0.002004008
1:Ins:T:2,0
1:Ins:T:3,2.00E-03
1:Ins:T:4,0.008016032
1:Ins:T:5,0.004008016
2:Del:R:0,0
2:Del:R:1,0.036072144
2:Del:R:2,0.002004008
2:Del:R:3,0
2:Del:R:4,0.002004008
2:Del:R:5,0
3:Del:R:0,0.004008016
3:Del:R:1,0.006012024
3:Del:R:2,0
3:Del:R:3,0
3:Del:R:4,0
3:Del:R:5,0
4:Del:R:0,0.004008016
4:Del:R:1,0.002004008
4:Del:R:2,0
4:Del:R:3,0
4:Del:R:4,0
4:Del:R:5,0
5:Del:R:0,0.024048096
5:Del:R:1,0
5:Del:R:2,0
5:Del:R:3,0
5:Del:R:4,0
5:Del:R:5,0
2:Ins:R:0,0
2:Ins:R:1,0
2:Ins:R:2,0
2:Ins:R:3,0.002004008
2:Ins:R:4,0
2:Ins:R:5,0.002004008
3:Ins:R:0,0.004008016
3:Ins:R:1,0
3:Ins:R:2,0
3:Ins:R:3,0
3:Ins:R:4,0
3:Ins:R:5,0
4:Ins:R:0,0
4:Ins:R:1,0.002004008
4:Ins:R:2,0
4:Ins:R:3,0
4:Ins:R:4,0
4:Ins:R:5,0
5:Ins:R:0,0.012024048
5:Ins:R:1,0.002004008
5:Ins:R:2,0
5:Ins:R:3,0
5:Ins:R:4,0
5:Ins:R:5,0
2:Del:M:1,0.018036072
3:Del:M:1,0
3:Del:M:2,0
4:Del:M:1,0.006012024
4:Del:M:2,0
4:Del:M:3,0
5:Del:M:1,0.03006012
5:Del:M:2,0.022044088
5:Del:M:3,0.006012024
5:Del:M:4,0.004008016
5:Del:M:5,0
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
