MutationType,ID3_GRCh37
1:Del:C:0,0.124727109
1:Del:C:1,0.208876169
1:Del:C:2,0.176324217
1:Del:C:3,0.064042764
1:Del:C:4,0.043989808
1:Del:C:5,0.022417486
1:Del:T:0,0.03759923
1:Del:T:1,0.013309824
1:Del:T:2,0.016501851
1:Del:T:3,0.020141477
1:Del:T:4,0.015814364
1:Del:T:5,0.008066314
1:Ins:C:0,0.002083092
1:Ins:C:1,0.001578887
1:Ins:C:2,0.001747946
1:Ins:C:3,0.006177647
1:Ins:C:4,0.007104447
1:Ins:C:5,0.007351101
1:Ins:T:0,0.018722365
1:Ins:T:1,0.043119029
1:Ins:T:2,0.04015704
1:Ins:T:3,0.025125434
1:Ins:T:4,0.006563305
1:Ins:T:5,0.026181239
2:Del:R:0,0.006897553
2:Del:R:1,0.008474654
2:Del:R:2,0.011800641
2:Del:R:3,0.006671125
2:Del:R:4,0.002822525
2:Del:R:5,0.000101239
3:Del:R:0,0.000589124
3:Del:R:1,0.000372386
3:Del:R:2,9.63e-05
3:Del:R:3,2.45e-05
3:Del:R:4,3.82e-06
3:Del:R:5,3.83e-07
4:Del:R:0,0.000177645
4:Del:R:1,0.000634573
4:Del:R:2,0.000116799
4:Del:R:3,4.12e-18
4:Del:R:4,4.12e-18
4:Del:R:5,2.83e-06
5:Del:R:0,0.001776785
5:Del:R:1,7.41e-05
5:Del:R:2,2.78e-06
5:Del:R:3,4.12e-18
5:Del:R:4,4.37e-05
5:Del:R:5,3.82e-06
2:Ins:R:0,0.00263595
2:Ins:R:1,0.002242683
2:Ins:R:2,0.000955604
2:Ins:R:3,0.000897238
2:Ins:R:4,0.000253085
2:Ins:R:5,6.67e-06
3:Ins:R:0,9.6e-05
3:Ins:R:1,0.000286144
3:Ins:R:2,9.75e-05
3:Ins:R:3,1.36e-05
3:Ins:R:4,1.56e-06
3:Ins:R:5,4.12e-18
4:Ins:R:0,4.12e-18
4:Ins:R:1,0.000175982
4:Ins:R:2,2.74e-05
4:Ins:R:3,4.77e-05
4:Ins:R:4,4.18e-06
4:Ins:R:5,3.29e-05
5:Ins:R:0,8.83e-05
5:Ins:R:1,0.00065622
5:Ins:R:2,5.51e-06
5:Ins:R:3,3.32e-05
5:Ins:R:4,7.87e-06
5:Ins:R:5,3.48e-06
2:Del:M:1,0.006930764
3:Del:M:1,0.000344612
3:Del:M:2,0.00030285
4:Del:M:1,7.35e-05
4:Del:M:2,0.000340216
4:Del:M:3,0.000130463
5:Del:M:1,0.001369634
5:Del:M:2,0.001751272
5:Del:M:3,0.000774958
5:Del:M:4,0.000640555
5:Del:M:5,0.00036297
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
