MutationType,ID2_GRCh37
1:Del:C:0,0.004824116
1:Del:C:1,2.21e-05
1:Del:C:2,3.11e-06
1:Del:C:3,0.002472076
1:Del:C:4,0.003856976
1:Del:C:5,0.014615424
1:Del:T:0,0.007905966
1:Del:T:1,3.95e-18
1:Del:T:2,0.007036418
1:Del:T:3,0.020234743
1:Del:T:4,0.047119925
1:Del:T:5,0.814697222
1:Ins:C:0,3.95e-18
1:Ins:C:1,0.000227026
1:Ins:C:2,2.62e-05
1:Ins:C:3,0.00043005
1:Ins:C:4,0.002911846
1:Ins:C:5,0.009017536
1:Ins:T:0,0.001328556
1:Ins:T:1,3.95e-18
1:Ins:T:2,0.000647033
1:Ins:T:3,0.001082879
1:Ins:T:4,0.003487461
1:Ins:T:5,0.003132585
2:Del:R:0,0.000163809
2:Del:R:1,0.003568885
2:Del:R:2,0.001849574
2:Del:R:3,0.000739044
2:Del:R:4,0.000881932
2:Del:R:5,4.67e-18
3:Del:R:0,1.25e-05
3:Del:R:1,0.005003258
3:Del:R:2,0.002289891
3:Del:R:3,0.000402587
3:Del:R:4,3.97e-18
3:Del:R:5,3.95e-18
4:Del:R:0,1.21e-05
4:Del:R:1,0.002115787
4:Del:R:2,0.000543292
4:Del:R:3,7.27e-06
4:Del:R:4,3.95e-18
4:Del:R:5,0.000210413
5:Del:R:0,3.85e-05
5:Del:R:1,0.002977512
5:Del:R:2,0.000397525
5:Del:R:3,0.000158151
5:Del:R:4,8.47e-05
5:Del:R:5,2.12e-05
2:Ins:R:0,0.000331853
2:Ins:R:1,0.000271665
2:Ins:R:2,0.001035341
2:Ins:R:3,0.000381326
2:Ins:R:4,0.001977423
2:Ins:R:5,0.013633376
3:Ins:R:0,5.78e-05
3:Ins:R:1,0.00122705
3:Ins:R:2,0.000210075
3:Ins:R:3,3.02e-06
3:Ins:R:4,0.000141807
3:Ins:R:5,0.001864707
4:Ins:R:0,1.68e-05
4:Ins:R:1,0.001203728
4:Ins:R:2,1.22e-05
4:Ins:R:3,0.000134169
4:Ins:R:4,0.000249385
4:Ins:R:5,0.002193545
5:Ins:R:0,3.95e-18
5:Ins:R:1,0.000135658
5:Ins:R:2,5.53e-06
5:Ins:R:3,9.77e-05
5:Ins:R:4,2.15e-06
5:Ins:R:5,0.000115629
2:Del:M:1,0.000175553
3:Del:M:1,5.46e-07
3:Del:M:2,0.002944063
4:Del:M:1,0.000147005
4:Del:M:2,0.000550614
4:Del:M:3,0.000693566
5:Del:M:1,0.000624963
5:Del:M:2,0.000117708
5:Del:M:3,5.67e-05
5:Del:M:4,0.000462842
5:Del:M:5,0.002367319
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
