MutationType,ID4_GRCh37
1:Del:C:0,0.007249717
1:Del:C:1,0.002734869
1:Del:C:2,0.002041063
1:Del:C:3,0.001112283
1:Del:C:4,0.001075684
1:Del:C:5,0.002246178
1:Del:T:0,0.006635052
1:Del:T:1,0.001622466
1:Del:T:2,0.002633405
1:Del:T:3,0.000306038
1:Del:T:4,0.001023202
1:Del:T:5,0.000154442
1:Ins:C:0,6.62e-18
1:Ins:C:1,0.000272399
1:Ins:C:2,6.88e-05
1:Ins:C:3,0.000512481
1:Ins:C:4,6.62e-18
1:Ins:C:5,0.000249143
1:Ins:T:0,0.000333665
1:Ins:T:1,0.001010044
1:Ins:T:2,1.06e-05
1:Ins:T:3,0.000173935
1:Ins:T:4,1.6e-05
1:Ins:T:5,0.000832926
2:Del:R:0,0.071724214
2:Del:R:1,0.23051288
2:Del:R:2,0.055059396
2:Del:R:3,0.012811006
2:Del:R:4,0.003219218
2:Del:R:5,0.002382721
3:Del:R:0,0.005068954
3:Del:R:1,0.097114466
3:Del:R:2,0.021484282
3:Del:R:3,0.003837627
3:Del:R:4,0.000786295
3:Del:R:5,0.001138609
4:Del:R:0,0.007252429
4:Del:R:1,0.06352373
4:Del:R:2,0.014548922
4:Del:R:3,0.004554752
4:Del:R:4,0.000849679
4:Del:R:5,0.00061078
5:Del:R:0,0.004132826
5:Del:R:1,0.015718533
5:Del:R:2,0.002343845
5:Del:R:3,0.00118248
5:Del:R:4,0.000146923
5:Del:R:5,0.000106174
2:Ins:R:0,0.000492922
2:Ins:R:1,0.000553302
2:Ins:R:2,0.000266335
2:Ins:R:3,0.000137794
2:Ins:R:4,7.19e-05
2:Ins:R:5,0.000103689
3:Ins:R:0,2.63e-05
3:Ins:R:1,0.000450983
3:Ins:R:2,0.000600335
3:Ins:R:3,7.42e-05
3:Ins:R:4,7.4e-05
3:Ins:R:5,3.96e-05
4:Ins:R:0,0.000166645
4:Ins:R:1,0.001266435
4:Ins:R:2,9.84e-05
4:Ins:R:3,5.25e-05
4:Ins:R:4,0.000146911
4:Ins:R:5,0.000135205
5:Ins:R:0,8.58e-05
5:Ins:R:1,0.002135852
5:Ins:R:2,0.000222027
5:Ins:R:3,7.59e-06
5:Ins:R:4,2.53e-05
5:Ins:R:5,0.000160229
2:Del:M:1,0.18899749
3:Del:M:1,0.007034156
3:Del:M:2,0.049416601
4:Del:M:1,0.010981719
4:Del:M:2,0.029483877
4:Del:M:3,0.04886664
5:Del:M:1,0.000453121
5:Del:M:2,0.000136232
5:Del:M:3,0.001112236
5:Del:M:4,0.003652946
5:Del:M:5,4.56e-05
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
