MutationType,ID1_GRCh37
1:Del:C:0,0.000159889
1:Del:C:1,0.000773523
1:Del:C:2,3.31e-18
1:Del:C:3,0.001907613
1:Del:C:4,0.00070599
1:Del:C:5,0.003370115
1:Del:T:0,0.001311605
1:Del:T:1,3.31e-18
1:Del:T:2,0.000936453
1:Del:T:3,0.002295855
1:Del:T:4,0.004291422
1:Del:T:5,3.31e-18
1:Ins:C:0,3.31e-18
1:Ins:C:1,3.31e-18
1:Ins:C:2,3.31e-18
1:Ins:C:3,0.000845986
1:Ins:C:4,0.001785525
1:Ins:C:5,0.024296536
1:Ins:T:0,0.002283824
1:Ins:T:1,4.03e-05
1:Ins:T:2,0.000192865
1:Ins:T:3,0.004243267
1:Ins:T:4,0.016649127
1:Ins:T:5,0.890906464
2:Del:R:0,0.000686046
2:Del:R:1,0.001219969
2:Del:R:2,0.000472749
2:Del:R:3,0.00042672
2:Del:R:4,5.46e-05
2:Del:R:5,3.31e-18
3:Del:R:0,0.000128045
3:Del:R:1,0.005011085
3:Del:R:2,0.000769383
3:Del:R:3,0.000371256
3:Del:R:4,3.31e-18
3:Del:R:5,3.31e-18
4:Del:R:0,9.97e-05
4:Del:R:1,0.000900503
4:Del:R:2,3.23e-06
4:Del:R:3,3.31e-18
4:Del:R:4,3.31e-18
4:Del:R:5,2.89e-05
5:Del:R:0,8.35e-06
5:Del:R:1,0.000190676
5:Del:R:2,0.000126355
5:Del:R:3,1.89e-05
5:Del:R:4,3.11e-06
5:Del:R:5,3.13e-05
2:Ins:R:0,0.000402036
2:Ins:R:1,7.88e-06
2:Ins:R:2,0.000221347
2:Ins:R:3,0.000514268
2:Ins:R:4,0.0029131
2:Ins:R:5,0.018121584
3:Ins:R:0,3.06e-07
3:Ins:R:1,0.000254695
3:Ins:R:2,4.41e-05
3:Ins:R:3,0.000166702
3:Ins:R:4,8.89e-05
3:Ins:R:5,0.001248696
4:Ins:R:0,3.31e-18
4:Ins:R:1,0.000744381
4:Ins:R:2,7.55e-05
4:Ins:R:3,0.000157544
4:Ins:R:4,0.000319653
4:Ins:R:5,0.00100132
5:Ins:R:0,3.31e-18
5:Ins:R:1,0.001443126
5:Ins:R:2,0.000254832
5:Ins:R:3,0.000237087
5:Ins:R:4,0.000261865
5:Ins:R:5,0.000119834
2:Del:M:1,0.001197815
3:Del:M:1,8.19e-05
3:Del:M:2,0.001479593
4:Del:M:1,8.38e-05
4:Del:M:2,0.000145479
4:Del:M:3,0.000160684
5:Del:M:1,8.16e-07
5:Del:M:2,2.38e-10
5:Del:M:3,2.33e-12
5:Del:M:4,3.88e-05
5:Del:M:5,0.000665116
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
