MutationType,ID8_GRCh37
1:Del:C:0,0.039827558
1:Del:C:1,0.023915938
1:Del:C:2,0.003330554
1:Del:C:3,0.005403153
1:Del:C:4,0.001275709
1:Del:C:5,0.000933729
1:Del:T:0,0.034243687
1:Del:T:1,0.010452076
1:Del:T:2,0.00899203
1:Del:T:3,0.009825045
1:Del:T:4,0.00127378
1:Del:T:5,0.010620342
1:Ins:C:0,0.002764271
1:Ins:C:1,0.002169119
1:Ins:C:2,0.001527
1:Ins:C:3,0.000116524
1:Ins:C:4,0.000554177
1:Ins:C:5,0.000489489
1:Ins:T:0,0.004507979
1:Ins:T:1,0.004868696
1:Ins:T:2,0.001429636
1:Ins:T:3,0.001087286
1:Ins:T:4,0.000822618
1:Ins:T:5,0.020161248
2:Del:R:0,0.008769219
2:Del:R:1,0.010307145
2:Del:R:2,0.000532026
2:Del:R:3,2.71e-05
2:Del:R:4,0.000274027
2:Del:R:5,0.000833079
3:Del:R:0,0.010964101
3:Del:R:1,0.001348867
3:Del:R:2,0.000376571
3:Del:R:3,0.000253509
3:Del:R:4,2.68e-06
3:Del:R:5,9.1e-05
4:Del:R:0,0.006691309
4:Del:R:1,0.001622955
4:Del:R:2,0.000272623
4:Del:R:3,2.88e-05
4:Del:R:4,9.73e-05
4:Del:R:5,6.34e-06
5:Del:R:0,0.237978863
5:Del:R:1,0.000572257
5:Del:R:2,0.000516838
5:Del:R:3,8.16e-06
5:Del:R:4,0.000112898
5:Del:R:5,4.43e-05
2:Ins:R:0,0.00191671
2:Ins:R:1,0.001661816
2:Ins:R:2,0.000304586
2:Ins:R:3,0.000177583
2:Ins:R:4,1.66e-05
2:Ins:R:5,0.001764384
3:Ins:R:0,0.000667863
3:Ins:R:1,0.000671723
3:Ins:R:2,0.000135768
3:Ins:R:3,3.79e-05
3:Ins:R:4,0.000122041
3:Ins:R:5,3.66e-05
4:Ins:R:0,0.000777758
4:Ins:R:1,0.001103901
4:Ins:R:2,7.99e-05
4:Ins:R:3,8.58e-06
4:Ins:R:4,0.000205515
4:Ins:R:5,0.000885225
5:Ins:R:0,0.000318329
5:Ins:R:1,0.009761114
5:Ins:R:2,0.000101153
5:Ins:R:3,7.09e-05
5:Ins:R:4,6.74e-06
5:Ins:R:5,0.000190551
2:Del:M:1,0.004913672
3:Del:M:1,0.009290337
3:Del:M:2,0.004302693
4:Del:M:1,0.005809551
4:Del:M:2,0.001591587
4:Del:M:3,0.001098342
5:Del:M:1,0.280724261
5:Del:M:2,0.123610163
5:Del:M:3,0.046130408
5:Del:M:4,0.016367256
5:Del:M:5,0.012814882
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
