MutationType,ID14_GRCh37
1:Del:C:0,0.012016009
1:Del:C:1,0.001946232
1:Del:C:2,0.000683696
1:Del:C:3,0.000487468
1:Del:C:4,0.002071921
1:Del:C:5,0.002370276
1:Del:T:0,0.018309803
1:Del:T:1,0.000852559
1:Del:T:2,0.010856423
1:Del:T:3,0.01718395
1:Del:T:4,0.013347903
1:Del:T:5,0.038616999
1:Ins:C:0,0.454386955
1:Ins:C:1,0.012777431
1:Ins:C:2,0.00065885
1:Ins:C:3,0.001564403
1:Ins:C:4,0.001539502
1:Ins:C:5,0.002292999
1:Ins:T:0,0.032612007
1:Ins:T:1,0.003165883
1:Ins:T:2,0.001774606
1:Ins:T:3,0.001173836
1:Ins:T:4,0.004784999
1:Ins:T:5,0.232747553
2:Del:R:0,0.000661996
2:Del:R:1,0.006600036
2:Del:R:2,0.00270193
2:Del:R:3,0.000392799
2:Del:R:4,1.41e-06
2:Del:R:5,4.37e-05
3:Del:R:0,0.001146659
3:Del:R:1,0.004840165
3:Del:R:2,0.001053481
3:Del:R:3,0.000249605
3:Del:R:4,9.19e-18
3:Del:R:5,9.19e-18
4:Del:R:0,0.000193687
4:Del:R:1,0.000617337
4:Del:R:2,0.000524295
4:Del:R:3,5.03e-05
4:Del:R:4,7.73e-06
4:Del:R:5,9.19e-18
5:Del:R:0,0.006086814
5:Del:R:1,0.000314462
5:Del:R:2,2.13e-05
5:Del:R:3,2.85e-05
5:Del:R:4,1.5e-05
5:Del:R:5,9.08e-05
2:Ins:R:0,0.023942256
2:Ins:R:1,0.000123773
2:Ins:R:2,0.001114199
2:Ins:R:3,0.000871483
2:Ins:R:4,0.002973978
2:Ins:R:5,0.000544275
3:Ins:R:0,0.006623497
3:Ins:R:1,0.0025232
3:Ins:R:2,0.000204501
3:Ins:R:3,0.000327493
3:Ins:R:4,0.00060186
3:Ins:R:5,0.002205997
4:Ins:R:0,0.00594693
4:Ins:R:1,0.001326926
4:Ins:R:2,8.45e-05
4:Ins:R:3,0.000713852
4:Ins:R:4,0.00166501
4:Ins:R:5,0.000274449
5:Ins:R:0,0.002712141
5:Ins:R:1,0.026455525
5:Ins:R:2,0.000488313
5:Ins:R:3,0.000103831
5:Ins:R:4,0.000157593
5:Ins:R:5,2.15e-05
2:Del:M:1,0.002640925
3:Del:M:1,0.001575173
3:Del:M:2,0.003236935
4:Del:M:1,8.2e-06
4:Del:M:2,0.000950493
4:Del:M:3,0.002230434
5:Del:M:1,0.006551706
5:Del:M:2,0.004498634
5:Del:M:3,0.001404487
5:Del:M:4,0.000100143
5:Del:M:5,0.000931512
2:Ins:M:1,0
3:Ins:M:1,0
3:Ins:M:2,0
4:Ins:M:1,0
4:Ins:M:2,0
4:Ins:M:3,0
5:Ins:M:1,0
5:Ins:M:2,0
5:Ins:M:3,0
5:Ins:M:4,0
5:Ins:M:5,0
complex,0
non_matching,0
