chr - mm1 1 0 197195432 chr1
chr - mm2 2 0 181748087 chr2
chr - mm3 3 0 159599783 chr3
chr - mm4 4 0 155630120 chr4
chr - mm5 5 0 152537259 chr5
chr - mm6 6 0 149517037 chr6
chr - mm7 7 0 152524553 chr7
chr - mm8 8 0 131738871 chr8
chr - mm9 9 0 124076172 chr9
chr - mm10 10 0 129993255 chr10
chr - mm11 11 0 121843856 chr11
chr - mm12 12 0 121257530 chr12
chr - mm13 13 0 120284312 chr13
chr - mm14 14 0 125194864 chr14
chr - mm15 15 0 103494974 chr15
chr - mm16 16 0 98319150 chr16
chr - mm17 17 0 95272651 chr17
chr - mm18 18 0 90772031 chr18
chr - mm19 19 0 61342430 chr19
chr - mmX x 0 166650296 chrx
chr - mmY y 0 15902555 chry
band mm1 qa1 qa1 0 8918386 gpos100
band mm1 qa2 qa2 8918386 12386647 gneg
band mm1 qa3 qa3 12386647 20314102 gpos33
band mm1 qa4 qa4 20314102 22295965 gneg
band mm1 qa5 qa5 22295965 31214352 gpos100
band mm1 qb qb 31214352 43601000 gneg
band mm1 qc1.1 qc1.1 43601000 54996715 gpos66
band mm1 qc1.2 qc1.2 54996715 56483113 gneg
band mm1 qc1.3 qc1.3 56483113 59951375 gpos75
band mm1 qc2 qc2 59951375 65896965 gneg
band mm1 qc3 qc3 65896965 75310818 gpos33
band mm1 qc4 qc4 75310818 80760943 gneg
band mm1 qc5 qc5 80760943 88192931 gpos33
band mm1 qd qd 88192931 100579579 gneg
band mm1 qe1.1 qe1.1 100579579 103552375 gpos33
band mm1 qe1.2 qe1.2 103552375 104543306 gneg
band mm1 qe2.1 qe2.1 104543306 113461693 gpos100
band mm1 qe2.2 qe2.2 113461693 114948091 gneg
band mm1 qe2.3 qe2.3 114948091 126839272 gpos100
band mm1 qe3 qe3 126839272 129812068 gneg
band mm1 qe4 qe4 129812068 140712318 gpos66
band mm1 qf qf 140712318 148639772 gneg
band mm1 qg1 qg1 148639772 153098966 gpos100
band mm1 qg2 qg2 153098966 154089897 gneg
band mm1 qg3 qg3 154089897 158549091 gpos100
band mm1 qh1 qh1 158549091 161521886 gneg
band mm1 qh2.1 qh2.1 161521886 165485613 gpos33
band mm1 qh2.2 qh2.2 165485613 166972011 gneg
band mm1 qh2.3 qh2.3 166972011 171431204 gpos33
band mm1 qh3 qh3 171431204 177376795 gneg
band mm1 qh4 qh4 177376795 183322386 gpos33
band mm1 qh5 qh5 183322386 189763443 gneg
band mm1 qh6 qh6 189763443 197195432 gpos33
band mm10 qa1 qa1 0 12754055 gpos100
band mm10 qa2 qa2 12754055 17659461 gneg
band mm10 qa3 qa3 17659461 23545948 gpos33
band mm10 qa4 qa4 23545948 33356759 gneg
band mm10 qb1 qb1 33356759 41205409 gpos100
band mm10 qb2 qb2 41205409 48072977 gneg
band mm10 qb3 qb3 48072977 55921626 gpos100
band mm10 qb4 qb4 55921626 63770276 gneg
band mm10 qb5.1 qb5.1 63770276 67694600 gpos100
band mm10 qb5.2 qb5.2 67694600 68185141 gneg
band mm10 qb5.3 qb5.3 68185141 74562168 gpos100
band mm10 qc1 qc1 74562168 88787845 gneg
band mm10 qc2 qc2 88787845 95655414 gpos33
band mm10 qc3 qc3 95655414 98598657 gneg
band mm10 qd1 qd1 98598657 111352712 gpos100
band mm10 qd2 qd2 111352712 124106767 gneg
band mm10 qd3 qd3 124106767 129993255 gpos33
band mm11 qa1 qa1 0 13021480 gpos100
band mm11 qa2 qa2 13021480 17206956 gneg
band mm11 qa3.1 qa3.1 17206956 21857485 gpos100
band mm11 qa3.2 qa3.2 21857485 25577908 gneg
band mm11 qa3.3 qa3.3 25577908 30228437 gpos100
band mm11 qa4 qa4 30228437 36274125 gneg
band mm11 qa5 qa5 36274125 43249918 gpos100
band mm11 qb1.1 qb1.1 43249918 47900447 gneg
band mm11 qb1.2 qb1.2 47900447 49760658 gpos33
