chr - hs1 1 0 248956422 chr1
chr - hs2 2 0 242193529 chr2
chr - hs3 3 0 198295559 chr3
chr - hs4 4 0 190214555 chr4
chr - hs5 5 0 181538259 chr5
chr - hs6 6 0 170805979 chr6
chr - hs7 7 0 159345973 chr7
chr - hs8 8 0 145138636 chr8
chr - hs9 9 0 138394717 chr9
chr - hs10 10 0 133797422 chr10
chr - hs11 11 0 135086622 chr11
chr - hs12 12 0 133275309 chr12
chr - hs13 13 0 114364328 chr13
chr - hs14 14 0 107043718 chr14
chr - hs15 15 0 101991189 chr15
chr - hs16 16 0 90338345 chr16
chr - hs17 17 0 83257441 chr17
chr - hs18 18 0 80373285 chr18
chr - hs19 19 0 58617616 chr19
chr - hs20 20 0 64444167 chr20
chr - hs21 21 0 46709983 chr21
chr - hs22 22 0 50818468 chr22
chr - hsX X 0 156040895 chrx
chr - hsY Y 0 57227415 chry
#chr - hsM M 0 16569 chrm
band hs1 p36.33 p36.33 0 2300000 gneg
band hs1 p36.32 p36.32 2300000 5300000 gpos25
band hs1 p36.31 p36.31 5300000 7100000 gneg
band hs1 p36.23 p36.23 7100000 9100000 gpos25
band hs1 p36.22 p36.22 9100000 12500000 gneg
band hs1 p36.21 p36.21 12500000 15900000 gpos50
band hs1 p36.13 p36.13 15900000 20100000 gneg
band hs1 p36.12 p36.12 20100000 23600000 gpos25
band hs1 p36.11 p36.11 23600000 27600000 gneg
band hs1 p35.3 p35.3 27600000 29900000 gpos25
band hs1 p35.2 p35.2 29900000 32300000 gneg
band hs1 p35.1 p35.1 32300000 34300000 gpos25
band hs1 p34.3 p34.3 34300000 39600000 gneg
band hs1 p34.2 p34.2 39600000 43700000 gpos25
band hs1 p34.1 p34.1 43700000 46300000 gneg
band hs1 p33 p33 46300000 50200000 gpos75
band hs1 p32.3 p32.3 50200000 55600000 gneg
band hs1 p32.2 p32.2 55600000 58500000 gpos50
band hs1 p32.1 p32.1 58500000 60800000 gneg
band hs1 p31.3 p31.3 60800000 68500000 gpos50
band hs1 p31.2 p31.2 68500000 69300000 gneg
band hs1 p31.1 p31.1 69300000 84400000 gpos100
band hs1 p22.3 p22.3 84400000 87900000 gneg
band hs1 p22.2 p22.2 87900000 91500000 gpos75
band hs1 p22.1 p22.1 91500000 94300000 gneg
band hs1 p21.3 p21.3 94300000 99300000 gpos75
band hs1 p21.2 p21.2 99300000 101800000 gneg
band hs1 p21.1 p21.1 101800000 106700000 gpos100
band hs1 p13.3 p13.3 106700000 111200000 gneg
band hs1 p13.2 p13.2 111200000 115500000 gpos50
band hs1 p13.1 p13.1 115500000 117200000 gneg
band hs1 p12 p12 117200000 120400000 gpos50
band hs1 p11.2 p11.2 120400000 121700000 gneg
band hs1 p11.1 p11.1 121700000 123400000 acen
band hs1 q11 q11 123400000 125100000 acen
band hs1 q12 q12 125100000 143200000 gvar
band hs1 q21.1 q21.1 143200000 147500000 gneg
band hs1 q21.2 q21.2 147500000 150600000 gpos50
band hs1 q21.3 q21.3 150600000 155100000 gneg
band hs1 q22 q22 155100000 156600000 gpos50
band hs1 q23.1 q23.1 156600000 159100000 gneg
band hs1 q23.2 q23.2 159100000 160500000 gpos50
band hs1 q23.3 q23.3 160500000 165500000 gneg
band hs1 q24.1 q24.1 165500000 167200000 gpos50
band hs1 q24.2 q24.2 167200000 170900000 gneg
band hs1 q24.3 q24.3 170900000 173000000 gpos75
band hs1 q25.1 q25.1 173000000 176100000 gneg
band hs1 q25.2 q25.2 176100000 180300000 gpos50
band hs1 q25.3 q25.3 180300000 185800000 gneg
band hs1 q31.1 q31.1 185800000 190800000 gpos100
