GeneId,GeneName,Chromosome,CanonicalTranscriptId,Strand,TransId,TransName,BioType,TransStart,TransEnd,ExonRank,ExonStart,ExonEnd,ExonPhase,ExonEndPhase,CodingStart,CodingEnd
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,1,29941260,29941319,-1,-1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,2,29941966,29942096,-1,-1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,3,29942404,29942626,-1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,4,29942757,29943026,1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,5,29943268,29943543,1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,6,29944122,29944397,1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,7,29944500,29944616,1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,8,29945059,29945091,1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,9,29945234,29945281,1,1,29942554,29945455
ENSG00000206503,HLA-A,chr6,78831,1,78827,ENST00000396634,protein_coding,29941260,29945884,10,29945451,29945884,1,-1,29942554,29945455
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,8,31353875,31354296,-1,-1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,7,31354479,31354526,1,-1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,6,31354633,31354665,1,1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,5,31355107,31355223,1,1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,4,31355317,31355592,1,1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,3,31356167,31356442,1,1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,2,31356688,31356957,1,1,31354483,31357158
ENSG00000234745,HLA-B,chr6,89971,-1,89917,ENST00000412585,protein_coding,31353875,31357179,1,31357086,31357179,-1,1,31354483,31357158
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,8,31268749,31269173,1,-1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,7,31269338,31269385,1,1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,6,31269493,31269525,1,1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,5,31269966,31270085,1,1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,4,31270210,31270485,1,1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,3,31271073,31271348,1,1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,2,31271599,31271868,1,1,31269169,31272071
ENSG00000204525,HLA-C,chr6,89284,-1,89282,ENST00000376228,protein_coding,31268749,31272086,1,31271999,31272086,-1,1,31269169,31272071
